code,name
MGE,Mango
MGF,Maklew
MGG,Mpongmpong
MGH,Makhuwa-Meetto
MGI,Lijili
MGJ,Abureni
MGK,Mawes
MGL,Maleu-Kilenge
MGM,Mambae
MGN,Mbangi
MGO,Meta'
MGP,Eastern Magar
MGQ,Malila
MGR,Mambwe-Lungu
MGS,Manda (Tanzania)
MGT,Mongol
MGU,Mailu
MGV,Matengo
MGW,Matumbi
MGX,Omati
MGY,Mbunga
MGZ,Mbugwe
MHA,Manda (India)
MHB,Mahongwe
MHC,Mocho
MHD,Mbugu
MHE,Besisi
MHF,Mamaa
MHG,Margu
MHH,Maskoy Pidgin
MHI,Ma'di
MHJ,Mogholi
MHK,Mungaka
MHL,Mauwake
MHM,Makhuwa-Moniga
MHN,Mócheno
MHO,Mashi (Zambia)
MHP,Balinese Malay
MHQ,Mandan
MHR,Eastern Mari
MHS,Buru (Indonesia)
MHT,Mandahuaca
MHU,Digaro-Mishmi
MHW,Mbukushu
MHX,Maru
MHY,Ma'anyan
MHZ,Mor (Mor Islands)
MIA,Miami
MIB,Atatláhuca Mixtec
MIC,Mi'kmaq
MID,Mandaic
MIE,Ocotepec Mixtec
MIF,Mofu-Gudur
MIG,San Miguel El Grande Mixtec
MIH,Chayuco Mixtec
MII,Chigmecatitlán Mixtec
MIJ,Abar
MIK,Mikasuki
MIL,Peñoles Mixtec
MIM,Alacatlatzala Mixtec
MIN,minangkabau
MIO,Pinotepa Nacional Mixtec
MIP,Apasco-Apoala Mixtec
MIQ,Mískito
MIR,Isthmus Mixe
MIS,línguas sem código
MIT,Southern Puebla Mixtec
MIU,Cacaloxtepec Mixtec
MIW,Akoye
MIX,Mixtepec Mixtec
MIY,Ayutla Mixtec
MIZ,Coatzospan Mixtec
MJA,Mahei
MJC,San Juan Colorado Mixtec
MJD,Northwest Maidu
MJE,Muskum
MJG,Tu
MJH,Mwera (Nyasa)
MJI,Kim Mun
MJJ,Mawak
MJK,Matukar
MJL,Mandeali
MJM,Medebur
MJN,Ma (Papua New Guinea)
MJO,Malankuravan
MJP,Malapandaram
MJQ,Malaryan
MJR,Malavedan
MJS,Miship
MJT,Sauria Paharia
MJU,Manna-Dora
MJV,Mannan
MJW,Karbi
MJX,Mahali
MJY,Mahican
MJZ,Majhi
MKA,Mbre
MKB,Mal Paharia
MKC,Siliput
MKD,macedónio
MKE,Mawchi
MKF,Miya
MKG,Mak (China)
MKI,Dhatki
MKJ,Mokilese
MKK,Byep
MKL,Mokole
MKM,Moklen
MKN,Kupang Malay
MKO,Mingang Doso
MKP,Moikodi
MKQ,Bay Miwok
MKR,Malas
MKS,Silacayoapan Mixtec
MKT,Vamale
MKU,Konyanka Maninka
MKV,Mafea
MKW,Kituba (Congo)
MKX,Cinamiguin Manobo
MKY,East Makian
MKZ,Makasae
MLA,Malo
MLB,Mbule
MLC,Cao Lan
MLD,Malakhel
MLE,Manambu
MLF,Mal
MLG,malgaxe
MLH,Mape
MLI,Malimpung
MLJ,Miltu
MLK,Ilwana
MLL,Malua Bay
MLM,Mulam
MLN,Malango
MLO,Mlomp
MLP,Bargam
MLQ,Western Maninkakan
MLR,Vame
MLS,Masalit
MLT,maltês
MLU,To'abaita
MLV,Motlav
MLW,Moloko
MLX,Malfaxal
MLZ,Malaynon
MMA,Mama
MMB,Momina
MMC,Michoacán Mazahua
MMD,Maonan
MME,Mae
MMF,Mundat
MMG,North Ambrym
MMH,Mehináku
MMI,Musar
MMJ,Majhwar
MMK,Mukha-Dora
MML,Man Met
MMM,Maii
MMN,Mamanwa
MMO,Mangga Buang
MMP,Siawi
MMQ,Musak
MMR,Western Xiangxi Miao
MMT,Malalamai
MMU,Mmaala
MMV,Miriti
MMW,Emae
MMX,Madak
MMY,Migaama
MMZ,Mabaale
MNA,Mbula
MNB,Muna
MNC,Manchu
MND,Mondé
MNE,Naba
MNF,Mundani
MNG,Eastern Mnong
MNH,Mono (Democratic Republic of Congo)
MNI,Manipuri
MNJ,Munji
MNK,mandinga
MNL,Tiale
MNM,Mapena
MNN,Southern Mnong
MNP,Min Bei Chinese
MNQ,Minriq
MNR,Mono (USA)
MNS,Mansi
MNT,Maykulan
MNU,Mer
MNV,Rennell-Bellona
MNW,Mon
MNX,Manikion
MNY,Manyawa
MNZ,Moni
MOA,Mwan
MOC,Mocoví
MOD,Mobilian
MOE,Montagnais
MOF,Mohegan-Montauk-Narragansett
MOG,Mongondow
MOH,Mohawk
MOI,Mboi
MOJ,Monzombo
MOK,Morori
MOM,Monimbo
MON,mongol
MOO,Monom
MOP,Mopán Maya
MOQ,Mor (Bomberai Peninsula)
MOR,Moro
MOS,Mossi
MOT,Barí
MOU,Mogum
MOV,Mohave
MOW,Moi (Congo)
MOX,Molima
MOY,Shekkacho
MOZ,Mukulu
MPA,Mpoto
MPB,Mullukmulluk
MPC,Mangarayi
MPD,machinere
MPE,Majang
MPG,Marba
MPH,Maung
MPI,Mpade
MPJ,Martu Wangka
MPK,Mbara (Chad)
MPL,Middle Watut
MPM,Yosondúa Mixtec
MPN,Mindiri
MPO,Miu
MPP,Migabac
MPQ,Matís
MPR,Vangunu
MPS,Dadibi
MPT,Mian
MPU,Makuráp
MPV,Mungkip
MPW,Mapidian
MPX,Misima-Paneati
MPY,Mapia
MPZ,Mpi
MQA,Maba (Indonesia)
MQB,Mbuko
MQC,Mangole
MQE,Matepi
MQF,Momuna
MQG,Kota Bangun Kutai Malay
MQH,Tlazoyaltepec Mixtec
MQI,Mariri
MQJ,Mamasa
MQK,Rajah Kabunsuwan Manobo
MQL,Mbelime
MQM,South Marquesan
MQN,Moronene
MQO,Modole
MQP,Manipa
MQQ,Minokok
MQR,Mander
MQS,West Makian
MQT,Mok
MQU,Mandari
MQV,Mosimo
MQW,Murupi
MQX,Mamuju
MQY,Manggarai
MQZ,Malasanga
MRA,Mlabri
MRB,Marino
MRC,Maricopa
MRD,Western Magar
MRE,língua gestual de Martha’s Vineyard
MRF,Elseng
MRG,Miri
MRH,Mara Chin
MRI,maori
MRJ,Western Mari
MRK,Hmwaveke
MRL,Mortlockese
MRM,Merlav
MRN,Cheke Holo
MRO,Mru
MRP,Morouas
MRQ,North Marquesan
MRR,Maria (India)
MRS,Maragus
MRT,Marghi Central
MRU,Mono (Cameroon)
MRV,Mangareva
MRW,Maranao
MRX,Maremgi
MRY,Karaga Mandaya
MRZ,Marind
MSB,Masbatenyo
MSC,Sankaran Maninka
MSD,Yucatec Maya Sign Language
MSE,Musey
MSF,Mekwei
MSG,Moraid
MSH,Masikoro Malagasy
MSI,Sabah Malay
MSJ,Ma (Democratic Republic of Congo)
MSK,Mansaka
MSL,Molof
MSM,Agusan Manobo
MSN,Vurës
MSO,Mombum
MSP,Maritsauá
MSQ,Caac
MSR,língua gestual da Mongólia
MSS,West Masela
MST,Cataelano Mandaya
MSU,Musom
MSV,Maslam
MSW,Mansoanka
MSX,Moresada
MSY,Aruamu
MSZ,Momare
MTA,Cotabato Manobo
MTB,Anyin Morofo
MTC,Munit
MTD,Mualang
MTE,Mono (Solomon Islands)
MTF,Murik (Papua New Guinea)
MTG,Una
MTH,Munggui
MTI,Maiwa (Papua New Guinea)
MTJ,Moskona
MTK,Mbe'
MTL,Montol
MTM,Mator
MTN,Matagalpa
MTO,Totontepec Mixe
MTP,mataco
MTQ,Muong
MTR,Mewari
MTS,Yora
MTT,Mota
MTU,Tututepec Mixtec
MTV,Asaro'o
MTW,Magahat
MTX,Tidaá Mixtec
MTY,Nabi
MUA,Mundang
MUB,Mubi
MUC,Mbu'
MUD,Mednyj Aleut
MUE,Media Lengua
MUG,Musgu
MUH,Mündü
MUI,Musi
MUJ,Mabire
MUK,Mugom
MUL,várias línguas
MUM,Maiwala
MUO,Nyong
MUP,Malvi
MUQ,Eastern Xiangxi Miao
MUR,Murle
MUS,Creek
MUT,Western Muria
MUU,Yaaku
MUV,Muthuvan
MUX,Bo-Ung
MUY,Muyang
MUZ,Mursi
MVA,Manam
MVB,Mattole
MVD,Mamboru
MVE,Marwari (Pakistan)
MVF,Peripheral Mongolian
MVG,Yucuañe Mixtec
MVH,Mire
MVI,Miyako
MVK,Mekmek
MVL,Mbara (Australia)
MVM,Muya
MVN,Minaveha
MVO,Marovo
MVP,Duri
MVQ,Moere
MVR,Marau
MVS,Massep
MVT,Mpotovoro
MVU,Marfa
MVV,Tagal Murut
MVW,Machinga
MVX,Meoswar
MVY,Indus Kohistani
MVZ,Mesqan
MWA,Mwatebu
MWB,Juwal
MWC,Are
MWD,Mudbura
MWE,Mwera (Chimwera)
MWF,Murrinh-Patha
MWG,Aiklep
MWH,Mouk-Aria
MWI,Labo
MWJ,Maligo
MWK,Kita Maninkakan
MWL,Mirandese
MWM,Sar
MWN,Nyamwanga
MWO,Central Maewo
MWP,Kala Lagaw Ya
MWQ,Mün Chin
MWR,Marwari
MWS,Mwimbi-Muthambi
MWT,Moken
MWU,Mittu
MWV,Mentawai
MWW,Hmong Daw
MWX,Mediak
MWY,Mosiro
MWZ,Moingi
MXA,Northwest Oaxaca Mixtec
MXB,Tezoatlán Mixtec
MXC,Manyika
MXD,Modang
MXE,Mele-Fila
MXF,Malgbe
MXG,Mbangala
MXH,Mvuba
MXI,Mozarabic
MXJ,Miju-Mishmi
MXK,Monumbo
MXL,Maxi Gbe
MXM,Meramera
MXN,Moi (Indonesia)
MXO,Mbowe
MXP,Tlahuitoltepec Mixe
MXQ,Juquila Mixe
MXR,Murik (Malaysia)
MXS,Huitepec Mixtec
MXT,Jamiltepec Mixtec
MXU,Mada (Cameroon)
MXV,Metlatónoc Mixtec
MXW,Namo
MXX,Mahou
MXY,Southeastern Nochixtlán Mixtec
MXZ,Central Masela
MYA,birmanês
MYB,Mbay
MYC,Mayeka
MYD,Maramba
MYE,Myene
MYF,Bambassi
MYG,Manta
MYH,Makah
MYI,Mina (India)
MYJ,Mangayat
MYK,Mamara Senoufo
MYL,Moma
MYM,Me'en
MYO,Anfillo
MYP,Pirahã
MYQ,Forest Maninka
MYR,Muniche
MYS,Mesmes
MYT,Sangab Mandaya
MYU,Mundurukú
MYV,Erzya
MYW,Muyuw
MYX,Masaaba
MYY,Macuna
MYZ,Classical Mandaic
MZA,Santa María Zacatepec Mixtec
MZB,Tumzabt
MZC,Madagascar Sign Language
MZD,Malimba
MZE,Morawa
MZG,Monastic Sign Language
MZH,Wichí Lhamtés Güisnay
MZI,Ixcatlán Mazatec
MZJ,Manya
MZK,Nigeria Mambila
MZL,Mazatlán Mixe
MZM,Mumuye
MZN,Mazanderani
MZO,Matipuhy
MZP,movima
MZQ,Mori Atas
MZR,Marúbo
MZS,Macanese
MZT,Mintil
MZU,Inapang
MZV,Manza
MZW,Deg
MZX,Mawayana
MZY,língua gestual moçambicana
MZZ,Maiadomu
NAA,Namla
NAB,Southern Nambikuára
NAC,Narak
NAD,Nijadali
NAE,Naka'ela
NAF,Nabak
NAG,Naga Pidgin
NAJ,Nalu
NAK,Nakanai
NAL,Nalik
NAM,Nangikurrunggurr
NAN,Min Nan Chinese
NAO,Naaba
NAP,Neapolitan
NAQ,Nama (Namibia)
NAR,Iguta
NAS,Naasioi
NAT,Hungworo
NAU,nauruano
NAV,Navajo
NAW,Nawuri
NAX,Nakwi
NAY,Narrinyeri
NAZ,Coatepec Nahuatl
NBA,Nyemba
NBB,Ndoe
NBC,Chang Naga
NBD,Ngbinda
NBE,Konyak Naga
NBF,Naxi
NBG,Nagarchal
NBH,Ngamo
NBI,Mao Naga
NBJ,Ngarinman
NBK,Nake
NBL,sindebele meridional
NBM,Ngbaka Ma'bo
NBN,Kuri
NBO,Nkukoli
NBP,Nnam
NBQ,Nggem
NBR,Numana-Nunku-Gbantu-Numbu
NBS,Namibian Sign Language
NBT,Na
NBU,Rongmei Naga
NBV,Ngamambo
NBW,Southern Ngbandi
NBX,Ngura
NBY,Ningera
NCA,Iyo
NCB,Central Nicobarese
NCC,Ponam
NCD,Nachering
NCE,Yale
NCF,Notsi
NCG,Nisga'a
NCH,Central Huasteca Nahuatl
NCI,Classical Nahuatl
NCJ,Northern Puebla Nahuatl
NCK,Nakara
NCL,Michoacán Nahuatl
NCM,Nambo
NCN,Nauna
NCO,Sibe
NCP,Ndaktup
NCR,Ncane
NCS,língua gestual nicaraguense
NCT,Chothe Naga
NCU,Chumburung
NCX,Central Puebla Nahuatl
NCZ,Natchez
NDA,Ndasa
NDB,Kenswei Nsei
NDC,Ndau
NDD,Nde-Nsele-Nta
NDE,North Ndebele
NDF,Nadruvian
NDG,Ndengereko
NDH,Ndali
NDI,Samba Leko
NDJ,Ndamba
NDK,Ndaka
NDL,Ndolo
NDM,Ndam
NDN,Ngundi
NDO,Ndonga
NDP,Ndo
NDQ,Ndombe
NDR,Ndoola
NDS,Low German
NDT,Ndunga
NDU,Dugun
NDV,Ndut
NDW,Ndobo
NDX,Nduga
NDY,Lutos
NDZ,Ndogo
NEA,Eastern Ngad'a
NEB,Toura (Côte d'Ivoire)
NEC,Nedebang
NED,Nde-Gbite
NEE,Kumak
NEF,Nefamese
NEG,Negidal
NEH,Nyenkha
NEI,Neo-Hittite
NEJ,Neko
NEK,Neku
NEM,Nemi
NEN,Nengone
NEO,Ná-Meo
NEP,nepali
NEQ,North Central Mixe
NER,Yahadian
NES,Bhoti Kinnauri
NET,Nete
NEV,Nyaheun
NEW,Newari
NEX,Neme
NEY,Neyo
NEZ,Nez Perce
NFA,Dhao
NFD,Ahwai
NFL,Ayiwo
NFR,Nafaanra
NFU,Mfumte
NGA,Ngbaka
NGB,Northern Ngbandi
NGC,Ngombe (Democratic Republic of Congo)
NGD,Ngando (Central African Republic)
NGE,Ngemba
NGG,Ngbaka Manza
NGH,N/u
NGI,Ngizim
NGJ,Ngie
NGK,Ngalkbun
NGL,Lomwe
NGM,Ngatik Men's Creole
NGN,Ngwo
NGO,Ngoni
NGP,Ngulu
NGQ,Ngurimi
NGR,Nanggu
NGS,Gvoko
NGT,Ngeq
NGU,Guerrero Nahuatl
NGV,Nagumi
NGW,Ngwaba
NGX,Nggwahyi
NGY,Tibea
NGZ,Ngungwel
NHA,Nhanda
NHB,Beng
NHC,Tabasco Nahuatl
NHD,Chiripá
NHE,Eastern Huasteca Nahuatl
NHF,Nhuwala
NHG,Tetelcingo Nahuatl
NHH,Nahari
NHI,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl
NHK,Isthmus-Cosoleacaque Nahuatl
NHM,Morelos Nahuatl
NHN,Central Nahuatl
NHO,Takuu
NHP,Isthmus-Pajapan Nahuatl
NHQ,Huaxcaleca Nahuatl
NHR,Naro
NHT,Ometepec Nahuatl
NHU,Noone
NHV,Temascaltepec Nahuatl
NHW,Western Huasteca Nahuatl
NHX,Isthmus-Mecayapan Nahuatl
NHY,Northern Oaxaca Nahuatl
NHZ,Santa María La Alta Nahuatl
NIA,Nias
NIB,Nakama
NID,Ngandi
NIE,Niellim
NIF,Nek
NIG,Ngalakan
NIH,Nyiha (Tanzania)
NII,Nii
NIJ,Ngaju
NIK,Southern Nicobarese
NIL,Nila
NIM,Nilamba
NIN,Ninzo
NIO,Nganasan
NIQ,Nandi
NIR,Nimboran
NIS,Nimi
NIT,Southeastern Kolami
NIU,niueiano
NIV,Gilyak
NIW,Nimo
NIX,Hema
NIY,Ngiti
NIZ,Ningil
NJA,Nzanyi
NJB,Nocte Naga
NJD,Ndonde Hamba
NJH,Lotha Naga
NJI,Gudanji
NJJ,Njen
NJL,Njalgulgule
NJM,Angami Naga
NJN,Liangmai Naga
NJO,Ao Naga
NJR,Njerep
NJS,Nisa
NJT,Ndyuka-Trio Pidgin
NJU,Ngadjunmaya
NJX,Kunyi
NJY,Njyem
NKA,Nkoya
NKB,Khoibu Naga
NKC,Nkongho
NKD,Koireng
NKE,Duke
NKF,Inpui Naga
NKG,Nekgini
NKH,Khezha Naga
NKI,Thangal Naga
NKJ,Nakai
NKK,Nokuku
NKM,Namat
NKN,Nkangala
NKO,Nkonya
NKP,Niuatoputapu
NKR,Nukuoro
NKS,North Asmat
NKT,Nyika (Tanzania)
NKU,Bouna Kulango
NKV,Nyika (Malawi and Zambia)
NKW,Nkutu
NKX,Nkoroo
NKZ,Nkari
NLA,Ngombale
NLC,Nalca
NLD,neerlandês
NLE,East Nyala
NLG,Gela
NLI,Grangali
NLJ,Nyali
NLK,Ninia Yali
NLL,Nihali
NLN,Durango Nahuatl
NLO,Ngul
NLR,Ngarla
NLU,Nchumbulu
NLV,Orizaba Nahuatl
NLX,Nahali
NLY,Nyamal
NLZ,Nalögo
NMA,Maram Naga
NMB,Big Nambas
NMC,Ngam
NMD,Ndumu
NME,Mzieme Naga
NMF,Tangkhul Naga
NMG,Kwasio
NMH,Monsang Naga
NMI,Nyam
NMJ,Ngombe (Central African Republic)
NMK,Namakura
NML,Ndemli
NMM,Manangba
NMN,!Xóõ
NMO,Moyon Naga
NMP,Nimanbur
NMQ,Nambya
NMR,Nimbari
NMS,Letemboi
NMT,Namonuito
NMU,Northeast Maidu
NMV,Ngamini
NMW,Nimoa
NMX,Nama (Papua New Guinea)
NMY,Namuyi
NMZ,Nawdm
NNA,Nyangumarta
NNB,Nande
NNC,Nancere
NND,West Ambae
NNE,Ngandyera
NNF,Ngaing
NNG,Maring Naga
NNH,Ngiemboon
NNI,North Nuaulu
NNJ,Nyangatom
NNK,Nankina
NNL,Northern Rengma Naga
NNM,Namia
NNN,Ngete
NNO,neonorueguês
NNP,Wancho Naga
NNQ,Ngindo
NNR,Narungga
NNS,Ningye
NNT,Nanticoke
NNU,Dwang
NNV,Nugunu (Australia)
NNW,Southern Nuni
NNX,Ngong
NNY,Nyangga
NNZ,Nda'nda'
NOA,Woun Meu
NOB,dano-noruguês
NOC,Nuk
NOD,Northern Thai
NOE,Nimadi
NOF,Nomane
NOG,Nogai
NOH,Nomu
NOI,Noiri
NOK,Nooksack
NOM,Nocamán
NON,Old Norse
NOO,Nootka
NOP,Numanggang
NOQ,Ngongo
NOR,norueguês
NOS,Eastern Nisu
NOT,Nomatsiguenga
NOU,Ewage-Notu
NOV,Novial
NOW,Nyambo
NOY,Noy
NOZ,Nayi
NPA,Nar Phu
NPB,Nupbikha
NPH,Phom Naga
NPN,Mondropolon
NPO,Pochuri Naga
NPS,Nipsan
NPU,Puimei Naga
NPY,Napu
NQG,Ede Nago
NQK,Kura Ede Nago
NQM,Ndom
NQN,Nen
NQO,N'Ko
NRA,Ngom
NRB,Nara
NRC,Noric
NRE,Southern Rengma Naga
NRG,Narango
NRI,Chokri Naga
NRL,Ngarluma
NRM,Narom
NRN,Norn
NRP,North Picene
NRR,Norra
NRT,Northern Kalapuya
NRX,Ngurmbur
NRZ,Lala
NSA,Sangtam Naga
NSC,Nshi
NSD,Southern Nisu
NSE,Nsenga
NSG,Ngasa
NSH,Ngoshie
NSI,língua gestual nigeriana
NSK,Naskapi
NSL,Norwegian Sign Language
NSM,Sumi Naga
NSN,Nehan
NSO,soto setentrional
NSP,língua gestual do Nepal
NSQ,Northern Sierra Miwok
NSR,língua gestual das províncias marítimas
NSS,Nali
NST,Tase Naga
NSU,Sierra Negra Nahuatl
NSV,Southwestern Nisu
NSW,Navut
NSX,Nsongo
NSY,Nasal
NSZ,Nisenan
NTE,Nathembo
NTI,Natioro
NTJ,Ngaanyatjarra
NTK,Ikoma-Nata-Isenye
NTM,Nateni
NTO,Ntomba
NTP,Northern Tepehuan
NTR,Delo
NTS,Natagaimas
NTU,Natügu
NTW,Nottoway
NTY,Mantsi
NTZ,Natanzi
NUA,Yuaga
NUC,Nukuini
NUD,Ngala
NUE,Ngundu
NUF,Nusu
NUG,Nungali
NUH,Ndunda
NUI,Ngumbi
NUJ,Nyole
NUL,Nusa Laut
NUM,Niuafo'ou
NUN,Nung (Myanmar)
NUO,Nguôn
NUP,Nupe-Nupe-Tako
NUQ,Nukumanu
NUR,Nukuria
NUS,Nuer
NUT,Nung (Viet Nam)
NUU,Ngbundu
NUV,Northern Nuni
NUW,Nguluwan
NUX,Mehek
NUY,Nunggubuyu
NUZ,Tlamacazapa Nahuatl
NVH,Nasarian
NVM,Namiae
NWA,Nawathinehena
NWB,Nyabwa
NWC,Classical Newari
NWE,Ngwe
NWI,Southwest Tanna
NWM,Nyamusa-Molo
NWR,Nawaru
NWX,Middle Newar
NWY,Nottoway-Meherrin
NXA,Nauete
NXD,Ngando (Democratic Republic of Congo)
NXE,Nage
NXG,Ngad'a
NXI,Nindi
NXL,South Nuaulu
NXM,Numidian
NXN,Ngawun
NXR,Ninggerum
NXU,Narau
NXX,Nafri
NYA,nianja
NYB,Nyangbo
NYC,Nyanga-li
NYD,Nyore
NYE,Nyengo
NYF,Giryama
NYG,Nyindu
NYH,Nyigina
NYI,Ama (Sudan)
NYJ,Nyanga
NYK,Nyaneka
NYL,Nyeu
NYM,Nyamwezi
NYN,Nyankole
NYO,Nyoro
NYP,Nyang'i
NYQ,Nayini
NYR,Nyiha (Malawi)
NYS,Nyunga
NYT,Nyawaygi
NYU,Nyungwe
NYV,Nyulnyul
NYW,Nyaw
NYX,Nganyaywana
NYY,Nyakyusa-Ngonde
NZA,Tigon Mbembe
NZB,Njebi
NZI,Nzima
NZK,Nzakara
NZM,Zeme Naga
NZS,língua gestual da Nova Zelândia
NZU,Teke-Nzikou
NZY,Nzakambay
OAA,Orok
OAC,Oroch
OAR,Old Aramaic (up to 700 BCE)
OAV,Old Avar
OBI,Obispeño
OBL,Oblo
OBM,Moabite
OBO,Obo Manobo
OBR,Old Burmese
OBT,Old Breton
OBU,Obulom
OCA,Ocaina
OCH,Old Chinese
OCI,occitano
OCO,Old Cornish
OCU,Atzingo Matlatzinca
ODA,Odut
ODK,Od
ODT,Old Dutch
ODU,Odual
OFO,Ofo
OFS,Old Frisian
OFU,Efutop
OGB,Ogbia
OGC,Ogbah
OGE,Old Georgian
OGG,Ogbogolo
OGO,Khana
OGU,Ogbronuagum
OHT,Old Hittite
OHU,Old Hungarian
OIA,Oirata
OIN,Inebu One
OJB,Northwestern Ojibwa
OJC,Central Ojibwa
OJG,Eastern Ojibwa
OJI,Ojibwa
OJP,Old Japanese
OJS,Severn Ojibwa
OJV,Ontong Java
OJW,Western Ojibwa
OKA,Okanagan
OKB,Okobo
OKD,Okodia
OKE,Okpe (Southwestern Edo)
OKH,Koresh-e Rostam
OKI,Okiek
OKJ,Oko-Juwoi
OKK,Kwamtim One
OKL,Old Kentish Sign Language
OKM,Middle Korean (10th-16th cent.)
OKN,Oki-No-Erabu
OKO,Old Korean (3rd-9th cent.)
OKR,Kirike
OKS,Oko-Eni-Osayen
OKU,Oku
OKV,Orokaiva
OKX,Okpe (Northwestern Edo)
OLA,Walungge
OLD,Mochi
OLE,Olekha
OLM,Oloma
OLO,Livvi
OLR,Olrat
OMA,Omaha-Ponca
OMB,East Ambae
OMC,Mochica
OME,Omejes
OMG,Omagua
OMI,Omi
OMK,Omok
OML,Ombo
OMN,Minoan
OMO,Utarmbung
OMP,Old Manipuri
OMR,Old Marathi
OMT,Omotik
OMU,Omurano
OMW,South Tairora
OMX,Old Mon
ONA,Ona
ONB,Lingao
ONE,Oneida
ONG,Olo
ONI,Onin
ONJ,Onjob
ONK,Kabore One
ONN,Onobasulu
ONO,Onondaga
ONP,Sartang
ONR,Northern One
ONS,Ono
ONT,Ontenu
ONU,Unua
ONW,Old Nubian
ONX,Onin Based Pidgin
OOD,Tohono O'odham
OOG,Ong
OON,Önge
OOR,Oorlams
OOS,Old Ossetic
OPA,Okpamheri
OPK,Kopkaka
OPM,Oksapmin
OPO,Opao
OPT,Opata
OPY,Ofayé
ORA,Oroha
ORC,Orma
ORE,Orejón
ORG,Oring
ORH,Oroqen
ORI,Oriya
ORM,Oromo
ORN,Orang Kanaq
ORO,Orokolo
ORR,Oruma
ORS,Orang Seletar
ORT,Adivasi Oriya
ORU,Ormuri
ORV,Old Russian
ORW,Oro Win
ORX,Oro
ORZ,Ormu
OSA,Osage
OSC,Oscan
OSI,Osing
OSO,Ososo
OSP,Old Spanish
OSS,osseto
OST,Osatu
OSU,Southern One
OSX,Old Saxon
OTA,Ottoman Turkish (1500-1928)
OTB,Old Tibetan
OTD,Ot Danum
OTE,Mezquital Otomi
OTI,Oti
OTK,Old Turkish
OTL,Tilapa Otomi
OTM,Eastern Highland Otomi
OTN,Tenango Otomi
OTQ,Querétaro Otomi
OTR,Otoro
OTS,Estado de México Otomi
OTT,Temoaya Otomi
OTU,Otuke
OTW,Ottawa
OTX,Texcatepec Otomi
OTY,Old Tamil
OTZ,Ixtenco Otomi
OUA,Tagargrent
OUB,Glio-Oubi
OUE,Ounge
OUI,Old Uighur
OUM,Ouma
OUN,!O!ung
OWI,Owiniga
OWL,Old Welsh
OYB,Oy
OYD,Oyda
OYM,Wayampi
OYY,Oya'oya
OZM,Koonzime
PAB,Parecís
PAC,Pacoh
PAD,Paumarí
PAE,Pagibete
PAF,Paranawát
PAG,Pangasinan
PAH,Tenharim
PAI,Pe
PAK,Parakanã
PAL,Pahlavi
PAM,Pampanga
PAN,panjabi
PAO,Northern Paiute
PAP,papiamento
PAQ,Parya
PAR,Panamint
PAS,Papasena
PAT,Papitalai
PAU,palauano
PAV,Pakaásnovos
PAW,Pawnee
PAX,Pankararé
PAY,Pech
PAZ,Pankararú
PBB,Páez
PBC,Patamona
PBE,Mezontla Popoloca
PBF,Coyotepec Popoloca
PBG,Paraujano
PBH,E'ñapa Woromaipu
PBI,Parkwa
PBL,Mak (Nigeria)
PBN,Kpasam
PBO,Papel
PBP,Badyara
PBR,Pangwa
PBS,Central Pame
PBT,Southern Pashto
PBU,Northern Pashto
PBV,Pnar
PBY,Pyu
PBZ,Palu
PCA,Santa Inés Ahuatempan Popoloca
PCB,Pear
PCC,Bouyei
PCD,Picard
PCE,Ruching Palaung
PCF,Paliyan
PCG,Paniya
PCH,Pardhan
PCI,Duruwa
PCJ,Parenga
PCK,Paite Chin
PCL,Pardhi
PCM,Nigerian Pidgin
PCN,Piti
PCP,pacauara
PCR,Panang
PCW,Pyapun
PDA,Anam
PDC,Pennsylvania German
PDI,Pa Di
PDN,Podena
PDO,Padoe
PDT,Plautdietsch
PDU,Kayan
PEA,Peranakan Indonesian
PEB,Eastern Pomo
PED,Mala (Papua New Guinea)
PEE,Taje
PEF,Northeastern Pomo
PEG,Pengo
PEH,Bonan
PEI,Chichimeca-Jonaz
PEJ,Northern Pomo
PEK,Penchal
PEL,Pekal
PEM,Phende
PEO,Old Persian (ca. 600-400 B.C.)
PEP,Kunja
PEQ,Southern Pomo
PES,Western Farsi
PEV,Pémono
PEX,Petats
PEY,Petjo
PEZ,Eastern Penan
PFA,Pááfang
PFE,Peere
PFL,Pfaelzisch
PGA,Sudanese Creole Arabic
PGG,Pangwali
PGI,Pagi
PGK,Rerep
PGN,Paelignian
PGS,Pangseng
PGU,Pagu
PGY,Pongyong
PHA,Pa-Hng
PHD,Phudagi
PHG,Phuong
PHH,Phukha
PHK,Phake
PHL,Phalura
PHM,Phimbi
PHN,Phoenician
PHO,Phunoi
PHQ,Phana'
PHR,Pahari-Potwari
PHT,Phu Thai
PHU,Phuan
PHV,Pahlavani
PHW,Phangduwali
PIA,Pima Bajo
PIB,Yine
PIC,Pinji
PID,Piaroa
PIE,Piro
PIF,Pingelapese
PIG,Pisabo
PIH,pitcairnês-norfolkino
PII,Pini
PIJ,Pijao
PIL,Yom
PIM,Powhatan
PIN,Piame
PIO,Piapoco
PIP,Pero
PIR,Piratapuyo
PIS,Pijin
PIT,Pitta Pitta
PIU,Pintupi-Luritja
PIV,Pileni
PIW,Pimbwe
PIX,Piu
PIY,Piya-Kwonci
PIZ,Pije
PJT,Pitjantjatjara
PKA,Ardhamāgadhī Prākrit
PKB,Pokomo
PKC,Paekche
